UserId,V1,V2,V3,V4
C1EC11,,776,843,330
48CD2F,,5178,1079,56
590AC0,,6972,1371,325
2071C2,3.4278571854905473,7635,1529,330
A5C053,,6661,1327,279
01FA87,2.934944809488404,2786,262,330
39FEEE,3.000021467451611,4816,569,115
CDDECD,3.37109143859889,5200,19,326
88A0D0,2.979287861849887,804,890,330
433F85,,2195,1284,325
488856,3.780979364668431,4520,1521,22
665261,3.4351468018580853,1542,1072,330
96A1AF,3.393406980970172,2878,621,330
188821,,1712,938,86
DB0CF0,2.940389934387088,7840,1134,330
957A48,,8136,1134,330
17E363,,6421,1273,154
63934B,3.3224453713949953,1029,1188,22
9DC513,,3482,1422,330
026D26,3.094899891714959,4229,49,145
C8601A,,5449,473,330
375598,3.3564350313234703,5779,1087,330
347A7B,,6827,1072,330
20560E,3.4437051022480603,1894,621,330
FD766C,3.5483673617428226,2314,350,330
693BDD,3.1704098035770345,1665,867,330
D459D5,,5798,1072,330
5DAFEE,,4894,134,121
687A71,4.101388892321657,7781,1025,99
167638,2.947461263851426,3836,990,121
FB5BDE,3.7166411778798754,2047,439,325
97C6BC,3.2878514973880013,4520,1521,22
BA46FB,2.8273696137555446,889,1022,121
2E6EEC,,7220,977,330
2F9F97,3.6270058235107134,4427,842,127
162352,,6473,136,121
DD9F34,2.713622791810241,618,797,330
E7294F,3.5268658734839415,1875,626,330
774DB2,3.908971201830918,1000,226,121
3C12B6,3.8774498195190175,3037,558,121
A846B7,3.0357883580653744,4300,1250,290
D26005,2.9363485893774297,5787,164,154
73BA0D,,4611,788,154
FCB335,,3037,558,121
F5AEFC,,505,1022,121
6856E2,,5663,1422,330
94AA31,,3343,1,0
E4F14D,3.557683483687106,6046,854,22
FCE48C,3.182322948834006,195,938,290
9C585C,,6306,262,330
A2BEE3,3.2679763886885245,7292,1072,330
45EA52,3.25137832141039,4197,262,330
84423E,,3281,49,330
8591D9,3.0491085834492595,3384,438,154
1B385E,,7139,473,330
4F43A5,,1637,447,325
C713CB,3.4361039191321523,7200,626,330
5A63CF,3.4298171834894116,7200,626,330
2B1E85,,6508,1555,330
8DF345,3.398464583752362,6508,1555,330
BF8672,,5637,511,330
6B2B1A,,4582,473,330
8FFA84,3.5325738442560035,6508,1555,330
7A1F07,3.8422718174909094,618,797,330
CFA6D5,3.581102723277566,1500,621,330
7CAFF7,,6928,1134,330
F7EF27,3.147656425802192,3306,1422,330
B2A5C7,3.3248652019403564,2173,1591,330
C6E4B8,3.1320371095936235,7139,473,330
E0F369,3.2994044980678776,4442,626,330
56FE29,3.4147041230072075,7823,938,228
D9451F,3.2215045516926533,3052,1421,330
827D05,,7635,1529,330
442B81,3.276398846668684,6813,1555,330
2DEEA5,4.133664776386685,4467,192,300
DDCE7B,3.1341139153521422,1050,1,0
09E1C3,3.270816439073899,7526,233,56
42DF19,3.6555652431145838,6019,1591,330
7431E9,3.388297079523141,4172,439,325
00905D,3.774638039582008,4640,890,330
EEF2CA,,1651,1421,330
FF205D,3.0070071380812653,5785,221,121
719F5A,,7990,262,330
CF2DE2,3.483694626202108,4309,1030,330
79902E,3.627209591802188,5200,439,325
3D9A4F,3.910835543693277,4541,262,330
179254,3.629209345408774,4765,439,325
55BD2E,3.5358084693284177,2152,621,330
9A10DA,3.6815477515683477,110,1346,22
C4DC08,3.1626627456253207,6115,755,154
79F41D,,905,211,154
48BBE0,3.0436002505452513,2959,1215,121
E5B984,,6115,755,154
6FF38E,,552,843,330
DBCDDA,3.2593544976034745,6306,262,330
618D9E,2.93233942718528,3173,982,330
306356,,5837,1072,330
15E0B8,3.2307518944996634,465,122,255
BF1CDB,4.054643913166609,2070,1022,121
898650,3.7144334033957604,6852,938,160
2F888B,2.894059469727161,4197,262,330
5D6EB6,,1381,630,330
471BCF,,3437,463,243
B3A3CF,3.5267368605240863,5312,843,330
2B8F8A,,5779,1087,330
2FEBCB,,5873,0,47
6E918F,,5337,1529,330
8D64BF,,170,978,330
53EFF6,3.523505056610104,4532,1421,330
C78643,,5347,262,330
9EB514,3.604703974149707,3726,1421,330
5E376E,4.162088870098535,2471,473,330
0C5BE9,,6949,439,325
E573CF,3.7492698703434524,8162,1615,290
A3E4B8,,7296,1591,330
DA15D4,2.9525773222015026,4414,626,330
E1F416,,7635,1529,330
1DD136,,2354,621,330
EA5F30,3.2156681779023324,1209,439,325
AC479B,4.100076224844325,2577,843,330
E609DB,,5045,982,330
0310B2,3.4794891350956347,1146,621,330
F9E55E,,699,1555,330
DF3708,,1191,57,56
AB48A0,3.9115807556638273,3306,1422,330
F33FCA,3.539354801268346,4485,893,330
684793,,6827,1421,330
45E959,3.3056778032732437,1530,273,228
21C45C,3.6449709658289997,979,1079,56
A6DEAB,,755,189,121
BD7AE4,3.3763343936655064,6508,1555,330
EDEF36,,6306,262,330
7BB22F,3.1685251255906675,6093,621,330
18A399,,6036,938,172
6B3EEB,,2476,894,330
EF33C0,3.719859050035234,464,981,22
4D7894,,565,625,143
200E9E,3.7014548684724935,7082,439,325
DE90E8,3.2074840978810952,582,296,290
59F9C6,,4285,838,154
29D8E8,,3600,1477,330
7107FD,,556,172,121
958190,3.5828162457065202,1018,1564,31
7C7642,,2846,688,330
E174E6,,5743,1079,56
3DE711,,1049,844,330
366C28,4.084514629033102,7099,981,22
8B9ACB,,2253,890,330
BB3CBA,3.1345855962378733,986,1079,56
A9EA64,,4946,976,330
6BE240,3.1885990513572913,1304,1521,22
3D9690,3.4219545118719963,6776,559,325
40B97D,,7756,1216,330
B357CB,3.3502847392072366,4354,439,325
F4885F,3.384448163617635,1676,1072,330
3F389E,3.297572950111516,4552,355,330
D3AE01,,2186,439,325
EA39F4,3.981615529317435,6298,262,330
8219CD,3.3122749070084265,6021,1030,330
8F0734,3.5746738490618446,1251,511,330
9B68EB,2.8400538880216692,2276,1521,22
827615,,3099,172,121
DFFD10,3.340857672568234,2538,233,56
11F8D9,3.225697696787909,6562,1299,290
9D8171,,4640,890,330
34BC4A,,3307,439,325
F653F8,3.085257859617185,3949,972,330
12CAD5,,6508,1555,330
85D6E1,,5388,1079,56
5A237B,2.824973523231799,7474,1191,251
FE0140,3.3742629429547177,7959,688,330
B91368,3.389582233195709,2278,1072,330
F30708,3.3089137948077614,4629,1061,22
37C9F3,3.800405075317181,1686,262,330
69E2AB,3.2510522372990835,226,816,290
5F685F,3.1470794747272186,4172,1079,56
C16441,3.521871054977904,2195,1284,325
1FAC4D,3.9999445520203034,6173,1056,56
633CED,,6592,439,325
49F58B,3.4758290999106296,4520,1521,22
F086F7,,6717,630,330
7B8889,3.5009678602318357,6620,977,330
36137C,3.364281948159706,699,1555,330
4A75E0,,5830,233,56
C5483B,,2832,487,154
418ECC,3.1673426788573638,6554,788,154
E79F82,,4042,788,154
8B5961,3.046151410147701,6371,267,154
6D0F97,,4613,1072,330
BF3A3C,3.26789162612558,6591,1591,330
48E2DB,,5604,1134,330
403A46,,4897,1022,121
38125E,3.3528897345262982,5584,1466,154
5415FD,3.881360807783727,7823,1557,228
514C8B,3.0958849957145502,5841,1216,330
488BB9,3.3251540294404047,5388,1079,56
776288,,3278,574,330
7D3DC8,,3021,439,325
8D0925,3.4995095468467756,5514,503,298
F3F321,3.8426270942664598,337,102,330
D17C44,3.434180863913391,5265,473,330
42584C,,1676,511,330
40F50B,3.289450274070708,474,844,330
6BF4AC,,8196,938,254
CFB025,3.9658174724488924,6120,648,154
2E98C2,3.439180922026392,4087,938,249
4C41A8,3.826107559097676,4332,77,290
BF9A30,,1686,262,330
B6912D,,155,982,330
B8BDC5,,4325,574,330
DA0D08,3.044880274098303,6022,1529,330
DD6D20,3.8030410014670952,747,248,17
34B373,,990,224,280
2FE62A,,4763,1188,22
8C143B,3.089041854130635,2465,1283,121
AFED0F,,7526,233,56
B52360,3.927761594310205,4740,1187,56
CB72BD,4.0639003151973,6306,262,330
CC1707,,6684,797,330
BDBC2B,3.0691138829762985,1878,67,290
B0D9F3,,3462,77,290
3E256B,3.490382405704651,7475,626,330
4D2BCF,3.0672288758689676,574,938,280
C64BC3,3.7520899901102647,8056,1529,330
D91695,,6370,953,154
C30A0E,3.062697668590106,2853,524,290
B55528,2.927474868335565,5353,473,330
586C99,,1191,57,56
683610,,7672,1022,121
6F0A0D,3.4235687692223737,1955,1625,222
1AEA30,,6090,1348,330
91D44E,3.0579627721101956,5332,49,330
ADF68B,3.148485882941001,428,114,127
207DB3,,5505,438,154
D468A7,,7586,233,0
5E9C9B,3.136314229097039,4332,829,290
6EAB46,3.4978911312296344,2354,621,330
B8DF44,2.880165093098915,552,843,330
CC3EBD,,2104,23,122
7ACE1D,3.515755412679608,4120,439,325
A8E571,3.2469634189705525,7504,1493,290
56A986,,6871,1079,56
5DACDE,,7923,588,121
51CDD3,2.9867281493233477,6562,1299,290
91D0A3,2.8254129309985903,6229,1493,290
308E12,3.1393208626379576,6306,262,330
8F5F34,3.538003751590092,3348,688,330
30BDD4,3.0699618156916233,7597,1161,290
317EAC,3.3379032424883404,6723,1376,298
FD9364,,3853,1477,232
F3B874,3.4030299054438213,6270,1477,330
74ED75,3.4932295404395317,5388,1079,56
C90820,3.1742429753896815,7637,79,143
DCEEEF,4.040232255865906,5184,844,330
DD264E,3.904601639785722,6298,262,330
B2CB14,,6965,938,298
B7C760,,6435,469,154
1A0949,3.8658706248953107,5949,938,325
BA074C,,4172,1079,56
9DB0E2,,7279,79,143
CE6991,3.2475850877605765,5306,957,290
775BC2,2.7048738893766444,5200,439,325
24D977,3.174643599094089,565,692,143
D261D0,3.3694467639423604,5468,957,290
F8B8B4,3.9316348105011993,6120,755,154
0DDEBF,3.4657909792141735,2958,938,42
BB2BB2,3.894214108581643,8128,1601,21
C45B38,2.941925972204211,8175,938,280
11CF8D,3.8935795743929327,6349,1030,330
048BD5,3.8322677073633176,5036,626,330
579A45,3.102979961714258,2195,1284,325
D50A46,,3688,262,330
AC2DC2,,710,890,330
40D3C2,2.7087162905095714,489,262,330
52F867,3.6177253502468214,1145,1030,330
4B3014,,659,1087,330
3EBDBF,2.8947886675303987,1191,57,56
3B66DD,4.251542825689077,4415,262,330
40327A,3.7775371154188275,7384,1087,330
DC0B1A,,32,588,121
AD9BEA,3.810433091587397,2264,1591,330
88D4CC,4.005820445639699,7609,154,290
2210AB,,3042,977,330
FAD963,,5320,961,330
6C79DD,,6609,57,56
5BD408,3.3223937748801293,5604,1134,330
EF8E72,2.8900010128764713,4157,621,330
2798D1,3.317841558575923,5401,938,255
6A7684,,6957,621,330
E3BF7F,3.51219100117395,4699,1030,330
DE3E6C,,1530,272,228
93DF0D,3.4614802461974756,4185,1422,330
1D3515,3.4430775098717428,3547,867,330
B3E518,3.4332385131198704,2224,1422,330
72E15B,2.998150098032909,4635,473,330
B23FDC,,666,976,330
63CAA2,,6076,1529,330
FAB424,3.2740576200158698,6544,1072,287
BBE785,,847,439,325
A0638F,2.684612552748064,489,262,330
43492B,,7426,1072,330
376890,3.8922567450369985,5545,152,140
D86CA7,3.085053553474542,1098,248,17
B7B4CA,3.69673051040208,3833,1421,330
205841,,3055,588,121
C51807,3.031799959381162,6831,57,56
A457C6,,3929,867,330
ADE47E,4.03403387252813,107,621,330
A4BC51,3.3577184491213226,2950,1,0
42D1EE,2.6354703567612017,5388,1079,56
4E5143,2.6410769624517374,6501,1346,22
DB878B,2.7804463332226517,4149,755,290
E46377,2.7099325592152907,6508,1555,330
2722D9,2.7137737231236088,7759,1030,330
DC8854,3.7426353229925278,5193,350,330
6BB9C4,2.699608447503324,4441,1569,330
7E04A8,2.7173680695520726,5431,703,330
626BA2,,5862,938,145
F0C311,,5743,1079,56
7069FC,3.046059712009107,4228,802,254
8C499A,3.6087069315962284,456,350,330
802517,3.192893026099861,3306,1422,330
BBCA47,,4323,1215,121
1AD95F,,5429,1512,154
64FF3F,3.3479864362614498,7948,976,330
E921CF,,7892,233,56
215A2F,,755,189,121
4FD203,,1081,1630,300
EC5BBB,3.3724940505924637,5278,938,255
4955C1,,5092,938,45
9BDD4B,3.1249052449039825,1226,1271,45
6C6DBC,3.406219385660858,7599,1163,255
129C94,3.3584857829596158,4118,621,255
439364,3.005971848007792,6617,1555,330
091834,2.8148520779100394,7591,1529,330
E56676,,8162,1615,290
40A751,3.0997944921062346,7033,1328,243
9D147F,,1197,361,325
8B4457,,913,1022,121
B50A0F,,2035,1017,121
DEC794,,7480,938,298
F6FD49,3.1812729521504943,3740,1560,143
D82355,3.580232574076779,3582,588,121
184DF1,3.494287543995451,4216,825,330
71FCB3,3.219671690015454,582,296,290
7AF2FC,3.169079503791906,2317,166,290
3E5BA3,,1776,233,56
D321F4,3.712940043989138,5045,982,330
678CA8,3.2607971701701617,6571,1301,314
FAA37C,3.54131198382931,4336,830,187
51EE52,2.9425847027242433,7900,262,330
74AB63,3.4941008437839542,1879,1422,330
3816C9,,1450,1529,330
61032A,,1035,1346,22
1DA545,2.8768235692468256,5303,296,290
FBFDA6,3.0304671022897343,674,180,69
F60898,3.278901919705818,3535,938,112
51761D,3.2329345305038597,6580,938,69
AABD9F,3.3651635029713782,7504,1493,290
6D64AB,4.0114319717169415,5491,49,115
085591,,1478,1434,143
733306,3.408782318624699,5491,938,115
E5DDE4,3.7650515497206447,6220,262,330
C70C48,3.892350254907837,3366,142,290
BAAAF1,3.13509396486378,1480,722,187
E585AD,3.6475415139557517,2392,361,325
045159,,8143,867,330
63F4E3,3.9880089231562637,1000,226,121
AA8845,,1895,1529,330
7DEF31,,1121,1529,330
C37A46,2.827176658403714,3246,990,121
20C61C,3.41289942931222,4520,1521,22
3D6F5F,3.458789353288042,1919,1591,330
971E23,3.8618067191667804,5491,614,115
89E656,3.1862618162873275,5522,172,121
49796D,3.8895407207390296,1515,262,0
F0B79D,3.2191733316998494,4213,772,255
2B2CE2,3.5789655509299036,3150,1005,222
82CD6E,3.5375148143289827,7796,893,330
48B3E5,3.053781263348791,582,299,290
C686B8,,1033,911,83
DD66E7,3.189821813574304,6315,1259,76
DD8031,,4755,1,0
71FEF3,,5913,1030,330
45CE1E,3.490147263283794,6513,350,330
9FCA09,,1527,1030,330
F44813,3.973556679208178,7374,867,330
15C09A,,5612,102,330
631A5F,3.671915247835784,4279,938,222
546B46,3.176270205002433,7509,292,290
09D4E8,3.0254122987485292,7509,938,290
05CBF9,,7526,233,56
CD9CEA,3.3544099530847626,3195,977,330
EE1078,,4520,1521,22
FF2251,3.875390946916088,6148,511,330
963A8A,,3813,262,330
BB6F91,3.489102085792346,375,1529,330
E9D93A,,1182,938,0
72085D,3.2662856746859235,6278,1256,23
320024,3.297242582735018,102,1076,330
58894F,3.215509559422952,8162,97,290
D26D07,4.052675652762906,7853,1072,330
6B3501,,6827,1,0
C534B9,3.7059232087881195,6048,1227,45
55D9D4,,7583,893,330
43247F,,6485,1421,330
B8A5FD,3.8095833529443874,3241,1415,22
15424C,,7318,262,330
160B33,,1500,621,330
305172,3.7104164956408656,5350,1079,56
4F291A,3.779098638283051,6022,1079,56
004F1E,,819,49,330
2B9ADF,,1219,1,0
B0580D,3.131456237451755,3897,1161,290
F992DB,3.6394222593278776,5073,1079,56
8853FF,3.4299865214740137,7754,847,254
C8D747,,2579,973,56
74594C,2.8335372705822373,1477,1316,69
62205C,3.262922966655579,5715,1159,143
63C616,3.030807441672881,582,154,290
5C8E85,3.0391827734606953,7504,1493,290
AA7525,3.085846329260902,6306,262,330
015707,,3306,1422,330
5244AF,2.7624295274068214,6395,1398,45
D18BB3,3.212499119296064,2450,1441,154
C7D276,,5388,1079,56
B13615,3.137185856838404,4300,816,290
20A9CA,3.3621707450311344,5780,1163,255
5BF87E,3.3594065720005317,4611,788,154
A1C582,3.256870914406821,5374,938,235
F6E695,3.3346412683829962,7099,981,22
86DFB9,,6260,1529,330
86C49E,3.475202546449387,1040,234,325
E5AFC2,,7493,872,325
F25B88,,4611,788,154
3FDBA4,3.466216158729842,755,189,121
954C2C,,5084,506,222
4BAAEF,2.8754564721675515,5213,408,281
A5D8C3,,7017,134,121
A6EF03,,3358,990,121
CAA623,3.334983336521318,1071,1215,121
D8B826,3.03908291303509,5238,172,121
84662D,3.491593954696057,1151,588,121
23F2CA,,1659,1050,121
9A1E32,3.178436654461283,7388,102,330
FB9A4C,,7548,938,86
C50B2A,,43,134,121
E2409D,,3421,134,121
F74319,,4019,758,325
82D653,,7314,1079,56
8086EE,3.221425791479993,8195,938,300
2E5E77,,7017,134,121
3A3502,3.3335558434561072,487,514,290
9223AF,3.8652455116251825,810,938,290
92F34C,2.9640737265449744,5395,1093,290
383C5F,3.2248267951519964,5612,102,330
D46C6C,3.0481369267971554,6753,1188,22
6ED7A4,,5513,688,330
B60EE3,3.8069302286868005,6039,1626,222
1F0FA5,,2071,1022,121
D469C4,,5371,372,79
5DEC21,,5388,1079,56
4C0C96,3.424416750760498,4640,890,330
CA7308,,6605,1598,330
A36540,,4640,890,330
B01917,3.178133649359553,1676,1072,330
4BBF6E,3.4957054082673795,5241,894,330
7F9803,,5980,1134,330
24A101,,5913,1030,330
E15398,,5765,473,330
126D1F,,2348,1087,330
564D90,,375,1422,330
A4C6FA,3.033126082835216,7099,981,22
B148D2,3.5586733716047574,7204,1521,22
DAC68E,3.9615471167585414,6120,511,330
610BE2,2.890822561351072,4520,1521,22
8F56D2,3.1356579386769767,4673,438,154
524AC7,3.4439691489872226,2234,63,290
176DED,3.557868300549638,6306,262,330
D208EA,3.2215166783267764,5825,501,284
A15521,3.636327775329608,2285,49,330
602E83,2.8529063710399445,4286,814,255
0AD0F3,3.7669395780522534,5092,1227,45
207A81,,5414,1072,330
9C88D0,,4753,1348,330
038D7E,,3021,1056,56
0463D1,,5258,172,121
89CA40,3.2113673152514055,3392,626,330
B2785E,3.2951695032277595,3152,1482,112
11434F,3.2126562477058447,2339,1230,45
6650DB,3.601075062403853,91,704,143
6A9997,,5320,961,330
91F587,,1126,233,56
AB2739,3.374665280006786,6611,1570,325
7DEBCF,3.644881252867352,63,1022,121
6CE3AF,3.402650509476057,2390,1529,330
F0AAD2,2.9524517327065456,4119,938,255
F61346,,6910,1250,89
BCAA50,2.7906049160582405,3485,1427,121
770CCF,3.6962211632601427,4852,172,121
1672BC,3.6405493264587596,4323,1215,121
955F3F,,3152,938,112
8A2A85,,3024,1253,121
B66EB9,2.8687435596178013,145,1132,290
0DB321,,7407,1504,112
729689,,4176,262,330
54970C,3.7661249279345275,3787,1022,121
BC4CD8,3.3422349886172853,7833,134,121
7E0FDC,3.2271607498363095,2211,216,222
D753F5,3.7005966123792486,5067,1529,330
970881,3.5219540864971997,63,1022,121
917773,3.084031386835745,920,588,121
5E85D8,,755,189,121
4BD083,2.9797663989382412,281,94,290
E0B036,,7829,1022,121
3370C0,3.966211400841606,1070,1415,22
B2666A,3.6461372477263105,4852,172,121
44B7DA,3.70838695312298,1289,788,154
178525,3.6293278674020892,4211,703,330
962315,3.321101563156537,2023,549,290
A057A1,3.222864871615162,1500,621,330
02EC9D,3.2750813305929816,1500,621,330
15BE59,2.7868640680183905,4277,1020,121
795D31,,3579,1536,298
5F0A46,,1481,977,330
BDC2B9,2.9008891168994135,3477,672,143
F99813,,2841,938,298
558FA3,3.1919011850580064,3378,439,325
836EC0,,6431,1421,330
EF76A1,,6930,982,330
DDCE03,3.1294011065759446,4239,136,121
C2DF32,,6661,938,279
C798A2,3.2176366189386547,713,926,290
9F6A7D,3.233039319815624,215,938,255
7DEDE8,2.846131796527333,6844,783,115
B36CA4,3.686056225528399,4300,816,290
B96956,3.4564124799412523,6274,825,196
4A729A,3.2968096444712045,4172,790,325
7C232B,3.4715438895895763,3945,270,290
2BCC61,2.7627694972072425,4699,511,330
428760,3.806895477481706,324,473,330
2812CE,3.2056708932424733,2377,844,330
B51B51,2.8986977973738814,5893,558,97
7F236F,3.0205160811240552,6958,1076,330
510ABE,3.648460915891966,4955,262,330
7C2B29,4.113973788605937,633,262,330
34623A,3.42447804583196,3433,514,290
1088F7,3.588469903131623,4958,1323,196
607352,0.015449261776780463,2070,1022,121
67F390,,6147,852,121
CF9BDB,,1582,1134,330
B7FA8F,3.0910535432830746,6577,1290,187
C0DB31,,5302,990,121
58A827,,2841,1507,298
B65D6D,4.156653878660651,7907,843,330
40F84E,4.051427382973822,1205,1521,22
8C7F94,4.113276958252606,969,473,330
2A5698,3.774482287719606,4923,233,56
8ADD3C,,1126,233,56
9DB7F4,3.377008971142144,970,1570,325
7EB86D,3.9663205182523114,6690,836,330
AC319B,3.5292097518974046,5491,938,115
A8CCD5,4.046107420992515,5288,1187,56
8B5B8B,,7057,262,330
C83E4F,3.9942098010054337,2195,1284,325
F99FA2,3.762789158253329,6965,1451,298
2BD763,,2403,355,330
77AF78,,864,1188,22
0F1251,4.098330092565485,5668,982,330
82219D,,7480,1473,298
CCF936,3.7362420209701455,4206,843,330
36E955,,5155,1,0
F372CD,,7314,1079,56
704047,,1050,982,330
5ED535,3.908899112541545,4649,473,330
42CE79,,5942,1290,187
870A9B,,6827,1072,330
16D79A,,5739,233,56
1F1FAD,3.0494799061101774,4363,688,330
B9FC08,,3217,1134,330
7EE579,3.4927553557504614,2041,51,330
8B4AEB,3.3923793430655285,3967,1509,300
0881F0,,3306,1422,330
0AAFB5,3.937909205594862,5329,1421,330
FA0DA3,3.2502463823553907,7335,875,115
42CDC5,,5604,1134,330
93E061,3.0526561381863657,5581,1574,22
9A49AA,,7067,1,0
B885D6,,2048,1134,330
3FDF1E,3.046086633427459,3357,605,112
3147B9,,1530,938,228
24319E,3.1399322163594103,283,1079,56
DE2E0D,,2316,172,121
6D2B39,,7965,1585,23
4A63CE,3.013997743890655,6965,938,298
6C874D,,8203,57,298
F6C646,3.7248815584087986,5238,480,121
1FC4DA,,1898,273,0
0B4BA9,3.2296494075342608,1263,248,17
62C177,,3152,1482,112
79EC0F,2.8904236953677294,53,233,56
337B8F,,6965,943,298
ED2534,3.6817301750166336,1712,938,86
5E7F47,3.8920587829092366,3215,990,121
DB492C,,2224,1422,330
6C5A0B,,5967,172,121
445EE1,3.360566599461902,4341,1333,298
7DC313,,4744,1187,56
BB5027,,4909,938,212
F70858,3.29188884937066,4138,439,325
871290,3.296844055862149,1098,248,17
642DCC,3.7657823719701904,755,189,121
39470B,,6666,630,330
2D8DC1,3.3988790169628254,6965,938,298
E38A77,,458,511,330
132F36,2.765120688498402,5882,1092,228
2D77A9,3.697050201861926,82,1550,325
A9224A,,7438,134,121
1D489F,2.7702237913386822,7508,981,22
AB9DAB,3.495278964733769,7509,292,290
836704,3.378875857552523,582,154,290
C43D3A,3.6075254556711425,4259,806,300
98F26B,3.243583060697173,5680,844,330
0F5952,,4925,3,69
B8194B,,1530,938,228
C67F53,,755,189,121
A3B79E,,1800,370,154
7AFD9B,3.5008046986370993,2035,1022,121
2DA1BD,3.2568884222014605,6048,938,45
F859C4,,899,610,330
AACC1B,2.9913318265044633,4005,439,325
CE0A70,2.823591510347635,7984,982,330
AF0CC3,,4896,167,121
400E4F,,4400,588,121
34A821,,1233,119,22
3034EC,,5833,1591,330
F46B78,,6776,559,325
A87526,,1397,626,330
F730D6,3.0826516632386864,4840,172,121
A42CE7,,5971,438,154
BB590B,3.337279234869051,932,438,154
854C6A,3.5801715820303026,5491,938,115
5B32CA,,8111,1600,222
9A2187,3.186793494680822,7407,1504,112
2B8664,,3881,1087,330
255026,3.5056612643793676,6661,938,279
0E1F35,,3037,558,121
A43DE2,3.2981238543277267,869,977,330
A69E6B,3.341095497985399,7233,172,121
59B729,,4354,1421,330
D5A73A,,6965,938,298
A38D13,3.6774610464254622,7314,1079,56
2770AD,3.8008613690732105,8087,172,121
F096E9,,64,684,86
D67E39,2.94432979532939,1765,1087,330
D429DA,3.0962998475388073,5204,1055,325
9C9C33,,4296,1591,330
621B72,2.4004260530575685,3324,982,330
7C5E3C,2.997126128420373,4067,703,330
4F52A7,,7538,1555,330
8A514D,,7586,233,56
80D573,,1570,1134,330
743DEC,3.4790939237921488,6305,262,330
EEAE74,,7388,102,330
F7F377,,4933,262,330
30858B,2.779493557542399,4933,262,330
E68CA4,,357,262,330
7CC169,,1796,473,330
93635A,,6346,610,330
9A6E49,3.309472866543032,3373,843,330
1F784F,,6592,1357,325
68BEE5,2.550606992403093,442,262,330
BD85AE,3.2582617955440316,4197,262,330
224D02,3.2995319223257993,7314,1079,56
0A98B0,,3203,1019,121
AB4F2B,3.648192544497094,739,768,154
684BFD,,1204,262,330
61A21F,3.990604623426114,7374,867,330
E96786,2.5558788535440287,7002,1521,22
F2AB56,3.975532318310656,4611,788,154
38025E,,4611,1,0
71362A,,7526,233,56
04BBEF,,5641,1283,121
884528,3.740973804212803,6329,938,330
F25388,,2886,1422,330
F040F8,,2942,18,223
B3600D,,2097,347,325
954D92,,5783,439,325
79C8A2,3.1723292751209313,3090,982,330
C4A2C9,,1445,1187,56
8EEB4E,3.5780565160054936,3603,976,330
03D723,3.248692383419663,4197,262,330
642BBD,,3017,555,151
068F29,,375,1555,341
CB8081,2.941251461306863,4172,439,325
A16BD0,,7586,233,56
93DE83,,8188,1629,300
641DFC,3.431309474904694,448,938,228
2B0EA8,3.6016279224764824,4172,439,325
F3DCF1,1.0881051129395163,7965,1585,23
4AF186,3.1225570823264865,7823,1557,228
2997FF,3.1737713265037644,3188,172,121
DF6FA0,,4172,439,325
12575E,3.337800260287518,4201,262,330
48ED61,3.7716169089269185,7591,19,24
A664EA,,5604,1134,330
9FB5D4,3.1492102471956485,6211,1250,121
4941FE,3.8111175840024836,2950,1441,154
6F449A,3.39370228292579,4611,788,154
993210,,7099,981,22
B2709B,3.6671858675633704,582,296,290
88E948,3.169489101685704,6667,1350,330
F4A420,,7526,233,56
1F825E,,8024,1030,330
C6219F,3.3513852091181326,7099,981,22
8410F2,3.629169283407913,4503,1072,330
5F7B32,2.6505897493197463,6094,1188,22
9B6443,,284,51,330
B5AD30,4.083512330489928,5581,1574,22
9D27F5,3.214250713605044,459,1422,330
E01887,,1712,938,86
7D332D,4.206111288912371,6323,1422,330
EF7FD6,,3937,750,127
792162,3.5454325807299543,7099,981,22
634822,3.768138060536039,4610,788,154
122DBA,3.0982495821941405,7145,1149,112
19EFF4,,4611,866,154
6B11CF,3.3292559685021965,582,296,290
A39C0D,,4895,172,121
0DBECE,,4247,938,298
C46901,,4611,788,154
FCF48D,,4357,1031,330
C761DC,3.8102517986338027,110,1346,22
F498F3,3.8185331934296056,1552,1466,154
6E416C,,1801,788,154
877230,3.6030719391915187,4661,1079,56
59FD1F,,4389,977,330
DE289B,3.373573273036022,755,189,121
BA7060,2.7819181490794596,1841,843,330
4D4FE4,3.407938551039573,6115,755,154
9F1254,0.6851526576681221,7490,1479,222
232F5C,3.8291151411764623,2129,1477,330
231EA6,,2728,1356,66
8AD276,,2579,973,56
D3007D,2.952722959347917,7314,1079,56
BE9B08,2.4684051021004003,6218,1056,56
FAF777,3.584817332612263,3021,1056,56
8AA3ED,3.963322737783613,2104,1022,121
406AF5,,0,1,150
B27001,3.665939470060984,582,134,290
69A430,,3761,1022,121
B1DC28,,6120,755,154
C980B5,,5491,938,171
437B93,3.6981690884564844,6278,1256,23
288F09,3.040313978970938,2482,1178,154
644B12,3.5402142356543282,361,1134,330
3E0150,3.9513582941584704,1150,136,121
0FD20F,,3541,1048,228
CE0B5E,,6220,262,330
C91EBB,,5512,977,330
702155,3.223743876655533,2055,938,121
5FD799,,3473,982,330
9AE65F,3.215352696164618,607,161,300
46F97E,,4342,938,298
55A4BA,,6022,439,325
0421EC,,1434,890,330
8F5784,3.173526914757661,4172,9,325
F87738,,7314,1079,56
280412,,2841,938,298
DCB9D2,3.09410197878307,2196,977,330
528136,,796,799,23
C05844,,5418,1274,154
0DFA2F,,1637,439,325
